Area,Zone,Time,People.Frequency,Is.Police_Station,Is.Bar,Tier,Residence.Level,Class
Tumkur,West,Night,High,No,Yes,Middle,Medium,Safe
Tumkur,West,Night,High,Yes,No,Inner,High,Unsafe
Mysore,West,Evening,Low,Yes,Yes,Outer,High,Safe
Hubli,West,Morning,Medium,No,No,Middle,High,Safe
Mangalore,North,Evening,Low,No,Yes,Middle,Medium,Unsafe
Tumkur,Central,Morning,High,No,Yes,Middle,Medium,Unsafe
Davangere,East,Night,High,No,No,Inner,High,Safe
Mysore,East,Morning,Low,Yes,Yes,Middle,Low,Safe
Bangalore,West,Afternoon,Medium,Yes,No,Outer,Low,Unsafe
Mangalore,North,Afternoon,Medium,No,Yes,Outer,Low,Unsafe
Mangalore,West,Night,Medium,Yes,No,Middle,High,Unsafe
Hubli,West,Evening,Low,No,Yes,Inner,Medium,Safe
Mysore,South,Afternoon,Medium,Yes,Yes,Middle,Medium,Unsafe
Hubli,West,Morning,High,No,No,Middle,Low,Unsafe
Tumkur,Central,Night,Medium,No,Yes,Inner,Medium,Safe
Tumkur,North,Morning,High,No,Yes,Outer,Medium,Safe
Belgaum,West,Morning,Low,No,Yes,Inner,High,Unsafe
Bangalore,East,Afternoon,Medium,No,Yes,Middle,Medium,Safe
Tumkur,South,Morning,High,Yes,No,Middle,High,Safe
Davangere,West,Morning,High,Yes,Yes,Outer,Low,Unsafe
Bangalore,East,Morning,Low,Yes,Yes,Inner,High,Unsafe
Davangere,West,Evening,Medium,Yes,No,Inner,High,Unsafe
Hubli,South,Morning,Medium,No,No,Outer,High,Unsafe
Tumkur,West,Morning,Low,No,Yes,Middle,Medium,Safe
Hubli,West,Afternoon,Medium,No,Yes,Inner,Medium,Unsafe
Mysore,North,Afternoon,Medium,Yes,No,Outer,High,Unsafe
Bangalore,East,Evening,Low,Yes,Yes,Outer,Low,Safe
Shimoga,South,Morning,Low,No,Yes,Inner,Medium,Safe
Hubli,South,Morning,High,No,Yes,Inner,Medium,Unsafe
Davangere,West,Afternoon,High,Yes,Yes,Outer,Low,Unsafe
Davangere,East,Evening,High,Yes,Yes,Inner,High,Safe
Tumkur,Central,Evening,Medium,No,Yes,Inner,Low,Unsafe
Bangalore,East,Night,Medium,Yes,Yes,Inner,Low,Safe
Belgaum,East,Morning,High,Yes,No,Middle,High,Safe
Davangere,North,Night,Low,No,No,Outer,Low,Unsafe
Davangere,North,Morning,High,Yes,Yes,Outer,Medium,Safe
Shimoga,South,Morning,Low,Yes,No,Outer,Low,Unsafe
Shimoga,West,Night,High,No,Yes,Inner,High,Unsafe
Mysore,North,Night,Low,Yes,No,Middle,Low,Unsafe
Davangere,West,Afternoon,Low,No,Yes,Middle,Medium,Safe
Mysore,East,Evening,Low,Yes,No,Outer,High,Safe
Belgaum,West,Night,Medium,Yes,Yes,Middle,High,Unsafe
Tumkur,South,Night,Medium,No,No,Middle,Low,Safe
Tumkur,Central,Afternoon,Low,No,No,Middle,Medium,Unsafe
Mangalore,Central,Afternoon,High,No,No,Outer,High,Unsafe
Tumkur,East,Afternoon,High,Yes,No,Outer,High,Safe
Hubli,West,Night,Medium,No,Yes,Middle,High,Safe
Hubli,South,Morning,Low,Yes,No,Inner,Medium,Unsafe
Davangere,Central,Morning,High,Yes,No,Middle,High,Safe
Shimoga,Central,Afternoon,Medium,Yes,Yes,Middle,Medium,Unsafe
Tumkur,West,Evening,Low,No,Yes,Inner,High,Safe
Mysore,East,Afternoon,Medium,No,Yes,Middle,High,Safe
Tumkur,West,Afternoon,High,Yes,Yes,Inner,Medium,Unsafe
Mysore,West,Evening,Low,No,Yes,Inner,Low,Safe
Tumkur,Central,Afternoon,High,Yes,Yes,Middle,Medium,Unsafe
Shimoga,South,Night,Medium,No,No,Inner,Low,Safe
Davangere,East,Night,Low,No,No,Outer,Medium,Safe
Shimoga,South,Afternoon,Medium,Yes,No,Inner,Medium,Unsafe
Tumkur,West,Night,Medium,Yes,No,Middle,High,Safe
Belgaum,West,Morning,Medium,Yes,Yes,Inner,High,Safe
Davangere,North,Morning,High,Yes,Yes,Outer,Low,Unsafe
Mysore,South,Afternoon,High,Yes,Yes,Middle,High,Unsafe
Tumkur,North,Afternoon,High,No,No,Inner,Medium,Safe
Belgaum,East,Night,High,No,Yes,Outer,High,Safe
Belgaum,Central,Night,Low,No,Yes,Middle,Low,Safe
Tumkur,West,Night,Low,No,Yes,Inner,High,Unsafe
Belgaum,Central,Morning,Low,No,No,Middle,Low,Safe
Mangalore,South,Afternoon,Low,Yes,Yes,Middle,High,Unsafe
Mysore,Central,Night,High,No,No,Inner,Low,Safe
Tumkur,West,Afternoon,Medium,No,Yes,Outer,High,Safe
Davangere,North,Morning,High,Yes,Yes,Inner,Low,Safe
Belgaum,Central,Evening,Medium,No,No,Inner,High,Safe
Bangalore,North,Morning,Low,Yes,Yes,Middle,Low,Safe
Davangere,Central,Night,Medium,No,No,Middle,Low,Safe
Shimoga,Central,Night,High,No,Yes,Inner,High,Unsafe
Davangere,West,Evening,Medium,Yes,No,Outer,Low,Unsafe
Tumkur,West,Morning,Low,Yes,Yes,Middle,High,Safe
Shimoga,East,Evening,High,No,Yes,Middle,High,Unsafe
Tumkur,West,Night,High,Yes,Yes,Inner,Low,Unsafe
Shimoga,East,Evening,Medium,No,No,Outer,Medium,Safe
Mangalore,Central,Evening,Low,No,No,Middle,Medium,Safe
Mangalore,East,Evening,Low,No,No,Outer,High,Unsafe
Davangere,East,Night,Low,Yes,No,Outer,High,Unsafe
Hubli,West,Evening,Medium,Yes,No,Outer,Medium,Safe
Mysore,Central,Night,Low,No,Yes,Outer,Medium,Safe
Davangere,West,Morning,High,No,No,Middle,Low,Unsafe
Hubli,North,Night,Medium,No,Yes,Inner,Medium,Safe
Hubli,West,Evening,High,No,No,Middle,Low,Safe
Hubli,South,Evening,High,Yes,Yes,Middle,Low,Safe
Bangalore,Central,Morning,High,No,Yes,Inner,High,Unsafe
Mangalore,South,Morning,Low,No,No,Outer,Medium,Safe
Davangere,East,Afternoon,Medium,Yes,Yes,Middle,Medium,Unsafe
Davangere,Central,Afternoon,Medium,Yes,Yes,Inner,Medium,Unsafe
Hubli,Central,Morning,Medium,Yes,No,Inner,Medium,Unsafe
Belgaum,West,Evening,Medium,No,Yes,Inner,Low,Unsafe
Davangere,North,Evening,Medium,Yes,No,Inner,Medium,Unsafe
Shimoga,East,Evening,High,No,Yes,Middle,Medium,Safe
Tumkur,Central,Afternoon,Medium,Yes,Yes,Inner,Medium,Unsafe
Bangalore,South,Morning,Medium,No,No,Outer,Low,Unsafe
Shimoga,South,Morning,High,No,Yes,Middle,High,Unsafe
Hubli,South,Morning,Low,Yes,Yes,Inner,Medium,Unsafe
Bangalore,South,Afternoon,High,No,No,Middle,High,Unsafe
Davangere,North,Evening,Medium,Yes,No,Inner,Medium,Unsafe
Mangalore,West,Afternoon,Medium,No,No,Middle,Medium,Safe
Belgaum,Central,Afternoon,Low,No,Yes,Middle,Low,Unsafe
Davangere,East,Night,High,Yes,No,Inner,Medium,Unsafe
Hubli,East,Afternoon,Low,Yes,No,Inner,High,Safe
Hubli,Central,Afternoon,High,Yes,Yes,Outer,High,Safe
Mysore,North,Afternoon,Medium,No,No,Outer,Medium,Unsafe
Hubli,Central,Night,Low,Yes,Yes,Middle,Low,Safe
Belgaum,Central,Morning,Low,No,Yes,Inner,Medium,Safe
Belgaum,North,Evening,Medium,Yes,Yes,Inner,Low,Safe
Mangalore,West,Evening,High,No,No,Outer,High,Safe
Hubli,North,Evening,High,No,Yes,Inner,High,Safe
Tumkur,North,Afternoon,High,Yes,No,Middle,Low,Safe
Mangalore,South,Night,Medium,Yes,No,Middle,Medium,Safe
Hubli,Central,Afternoon,Medium,No,Yes,Middle,Medium,Safe
Shimoga,Central,Afternoon,Low,Yes,No,Middle,High,Safe
Mangalore,East,Morning,High,No,Yes,Inner,Low,Unsafe
Belgaum,East,Morning,High,No,Yes,Middle,Low,Unsafe
Tumkur,Central,Afternoon,Medium,No,No,Middle,Low,Unsafe
Bangalore,West,Morning,Medium,No,Yes,Middle,Low,Unsafe
Tumkur,East,Afternoon,Low,No,Yes,Inner,Medium,Unsafe
Davangere,Central,Afternoon,High,No,Yes,Inner,Low,Unsafe
Bangalore,East,Night,High,No,No,Middle,Low,Unsafe
Shimoga,West,Night,High,No,Yes,Middle,Low,Safe
Davangere,Central,Night,High,Yes,Yes,Inner,High,Safe
Mysore,South,Night,High,No,Yes,Middle,Medium,Safe
Mysore,North,Morning,Low,No,No,Middle,High,Safe
Belgaum,Central,Afternoon,Medium,No,No,Middle,High,Safe
Shimoga,West,Evening,Medium,No,Yes,Inner,Medium,Unsafe
Mangalore,East,Afternoon,Medium,No,Yes,Middle,Low,Unsafe
Tumkur,East,Morning,High,Yes,Yes,Outer,Low,Unsafe
Belgaum,West,Evening,Low,Yes,No,Middle,Low,Safe
Tumkur,South,Afternoon,Low,No,Yes,Inner,High,Unsafe
Mysore,East,Evening,High,No,Yes,Middle,Low,Safe
Mangalore,South,Night,High,No,No,Outer,Low,Unsafe
Davangere,South,Night,Low,Yes,No,Outer,Low,Unsafe
Belgaum,Central,Afternoon,High,No,Yes,Middle,High,Safe
Mangalore,South,Morning,High,Yes,No,Inner,Medium,Unsafe
Bangalore,North,Night,High,No,No,Inner,Medium,Unsafe
Hubli,North,Afternoon,High,No,No,Middle,Low,Unsafe
Hubli,West,Evening,Medium,Yes,Yes,Middle,Low,Safe
Mysore,Central,Afternoon,High,No,Yes,Inner,Medium,Safe
Mysore,Central,Morning,Low,No,Yes,Outer,Low,Safe
Davangere,Central,Afternoon,Low,Yes,No,Outer,Medium,Unsafe
Tumkur,West,Night,Low,Yes,Yes,Outer,Medium,Unsafe
Bangalore,West,Afternoon,Medium,No,No,Middle,High,Safe
Davangere,Central,Evening,High,Yes,Yes,Middle,Medium,Unsafe
Mangalore,East,Afternoon,Low,No,Yes,Inner,High,Unsafe
Shimoga,West,Afternoon,High,No,Yes,Outer,High,Unsafe
Hubli,South,Morning,Medium,Yes,Yes,Middle,Low,Safe
Davangere,South,Night,High,Yes,Yes,Outer,Low,Unsafe
Mangalore,East,Night,Low,No,Yes,Outer,Low,Safe
Mangalore,East,Afternoon,Medium,No,Yes,Outer,High,Safe
Belgaum,West,Evening,Medium,Yes,Yes,Inner,Low,Safe
Belgaum,West,Afternoon,Low,Yes,Yes,Outer,High,Unsafe
Belgaum,South,Evening,Medium,No,Yes,Middle,Medium,Safe
Tumkur,Central,Night,Low,No,Yes,Outer,Low,Safe
Belgaum,West,Evening,Low,Yes,No,Middle,Medium,Safe
Bangalore,East,Morning,Low,Yes,Yes,Middle,Medium,Safe
Mangalore,South,Afternoon,High,No,No,Outer,Medium,Unsafe
Davangere,Central,Afternoon,Medium,Yes,No,Middle,Medium,Safe
Bangalore,East,Night,High,No,No,Outer,Low,Safe
Mysore,North,Morning,Medium,No,Yes,Outer,Low,Safe
Mysore,West,Afternoon,High,Yes,Yes,Middle,Low,Safe
Shimoga,South,Night,Medium,No,Yes,Inner,Medium,Safe
Hubli,Central,Evening,Medium,No,Yes,Outer,Medium,Safe
Tumkur,West,Morning,High,No,Yes,Outer,Low,Unsafe
Mysore,West,Night,High,No,Yes,Outer,High,Safe
Mangalore,East,Morning,High,Yes,Yes,Inner,Medium,Unsafe
Bangalore,North,Evening,High,Yes,No,Middle,High,Safe
Mysore,West,Afternoon,High,No,Yes,Outer,Low,Safe
Davangere,West,Evening,Medium,Yes,No,Outer,High,Unsafe
Mangalore,East,Afternoon,High,No,Yes,Inner,Medium,Safe
Bangalore,Central,Night,High,Yes,No,Outer,High,Safe
Mangalore,Central,Night,Low,Yes,Yes,Middle,High,Safe
Davangere,East,Morning,Medium,Yes,Yes,Outer,Low,Unsafe
Bangalore,East,Morning,Medium,No,No,Inner,High,Safe
Hubli,East,Night,High,No,Yes,Inner,Medium,Safe
Bangalore,North,Afternoon,Low,No,Yes,Inner,High,Safe
Belgaum,North,Night,Low,Yes,Yes,Outer,Low,Unsafe
Shimoga,South,Evening,High,No,No,Outer,Medium,Safe
Mysore,North,Morning,High,No,No,Middle,Medium,Unsafe
Davangere,North,Afternoon,Low,No,No,Outer,Medium,Safe
Hubli,Central,Afternoon,Low,Yes,No,Inner,Low,Safe
Bangalore,West,Night,High,Yes,No,Middle,Medium,Unsafe
Shimoga,Central,Evening,Medium,Yes,No,Outer,Low,Unsafe
Shimoga,South,Night,High,No,No,Inner,Medium,Safe
Mysore,West,Afternoon,High,Yes,No,Inner,Low,Safe
Mangalore,Central,Afternoon,High,Yes,No,Inner,Medium,Safe
Hubli,West,Night,High,No,No,Outer,High,Safe
Mangalore,North,Morning,Low,Yes,No,Outer,High,Safe
Bangalore,North,Afternoon,Medium,No,No,Inner,High,Safe
Shimoga,Central,Morning,Medium,No,No,Outer,Low,Safe
Belgaum,North,Evening,High,Yes,Yes,Middle,High,Unsafe
Bangalore,East,Afternoon,Low,No,No,Middle,Medium,Safe
Davangere,South,Afternoon,High,Yes,No,Middle,High,Safe
Tumkur,East,Night,Medium,No,No,Inner,Low,Unsafe
Davangere,South,Morning,Medium,No,Yes,Middle,Low,Unsafe
Bangalore,North,Afternoon,Medium,No,No,Inner,Medium,Safe
Mangalore,South,Afternoon,High,Yes,No,Middle,High,Unsafe
Bangalore,North,Morning,High,No,No,Outer,High,Unsafe
Davangere,West,Night,Medium,Yes,No,Inner,High,Unsafe
Bangalore,Central,Evening,Medium,No,Yes,Outer,Low,Safe
Davangere,Central,Evening,Low,Yes,No,Inner,Low,Unsafe
Hubli,West,Evening,High,Yes,Yes,Inner,Medium,Unsafe
Mysore,East,Morning,High,No,Yes,Outer,High,Safe
Shimoga,West,Morning,High,No,Yes,Middle,Low,Unsafe
Mangalore,South,Morning,Medium,Yes,No,Middle,Low,Safe
Mysore,East,Evening,Medium,No,Yes,Outer,Medium,Unsafe
Shimoga,East,Afternoon,Low,Yes,Yes,Outer,High,Unsafe
Mangalore,Central,Morning,Medium,Yes,Yes,Outer,Medium,Safe
Mysore,Central,Night,Medium,Yes,Yes,Outer,Low,Safe
Mangalore,South,Afternoon,High,Yes,Yes,Outer,Medium,Unsafe
Bangalore,South,Afternoon,High,Yes,No,Outer,High,Unsafe
Mysore,South,Afternoon,Low,No,No,Outer,High,Safe
Davangere,South,Morning,Low,Yes,No,Inner,Low,Unsafe
Mangalore,West,Afternoon,Medium,No,No,Middle,Low,Safe
Davangere,Central,Afternoon,Low,No,Yes,Outer,Low,Unsafe
Hubli,West,Afternoon,Low,Yes,No,Inner,Medium,Safe
Mysore,South,Afternoon,High,No,Yes,Middle,Medium,Unsafe
Hubli,West,Morning,Low,No,Yes,Outer,High,Safe
Bangalore,South,Evening,High,Yes,Yes,Outer,Low,Safe
Mangalore,Central,Evening,Low,No,Yes,Inner,Medium,Safe
Tumkur,South,Morning,Low,Yes,Yes,Outer,Medium,Unsafe
Mangalore,West,Afternoon,Medium,No,Yes,Inner,Low,Unsafe
Bangalore,West,Night,High,No,Yes,Outer,Low,Safe
Davangere,Central,Morning,Low,No,Yes,Outer,Medium,Safe
Bangalore,North,Evening,Low,Yes,No,Outer,Medium,Unsafe
Shimoga,North,Night,Medium,No,Yes,Middle,Low,Unsafe
Mysore,Central,Afternoon,High,Yes,Yes,Middle,Low,Unsafe
Davangere,North,Night,Low,No,No,Outer,Low,Unsafe
Shimoga,North,Night,Medium,No,Yes,Middle,Low,Unsafe
Davangere,North,Night,Medium,No,No,Middle,Low,Safe
Bangalore,West,Afternoon,Low,No,No,Outer,Low,Unsafe
Hubli,North,Afternoon,Low,Yes,No,Middle,Medium,Unsafe
Belgaum,East,Morning,High,Yes,Yes,Middle,Low,Safe
Tumkur,East,Evening,Low,No,No,Middle,High,Safe
Bangalore,Central,Morning,Medium,Yes,Yes,Inner,Low,Unsafe
Mysore,Central,Night,Low,No,No,Middle,Medium,Unsafe
Bangalore,West,Afternoon,High,No,Yes,Outer,Medium,Safe
Mysore,North,Night,Medium,Yes,No,Outer,Medium,Safe
Mysore,West,Afternoon,Medium,Yes,Yes,Middle,High,Unsafe
Davangere,South,Evening,Medium,No,No,Middle,High,Safe
Davangere,East,Evening,Medium,No,Yes,Middle,Medium,Safe
Mysore,Central,Afternoon,High,No,No,Inner,Low,Safe
Davangere,West,Night,High,Yes,No,Outer,Low,Safe
Shimoga,East,Morning,Medium,Yes,Yes,Inner,High,Safe
Davangere,North,Afternoon,Low,No,No,Inner,Medium,Safe
Mangalore,South,Evening,Low,Yes,No,Inner,High,Safe
Mysore,West,Night,Medium,Yes,No,Middle,Low,Safe
Hubli,South,Evening,High,No,No,Middle,Low,Unsafe
Davangere,Central,Evening,Medium,Yes,Yes,Middle,Medium,Unsafe
Tumkur,East,Morning,High,Yes,Yes,Middle,Medium,Safe
Belgaum,West,Evening,Low,No,No,Outer,Low,Unsafe
Mangalore,North,Afternoon,Low,Yes,No,Outer,High,Unsafe
Davangere,South,Night,High,No,Yes,Middle,Medium,Safe
Shimoga,Central,Evening,High,Yes,Yes,Outer,High,Unsafe
Hubli,Central,Night,High,No,Yes,Middle,High,Unsafe
Mysore,North,Evening,Medium,No,Yes,Inner,High,Unsafe
Hubli,North,Morning,Medium,No,No,Middle,Medium,Unsafe
Hubli,West,Evening,High,No,Yes,Middle,Medium,Unsafe
Davangere,Central,Afternoon,Low,No,No,Outer,Low,Unsafe
Mysore,West,Evening,High,No,Yes,Inner,High,Unsafe
Shimoga,West,Night,High,No,No,Middle,Medium,Safe
Davangere,South,Evening,Low,Yes,No,Outer,Low,Safe
Bangalore,East,Morning,Medium,No,No,Middle,Medium,Unsafe
Bangalore,North,Afternoon,Medium,No,No,Inner,High,Safe
Belgaum,East,Afternoon,High,Yes,Yes,Middle,Low,Safe
Hubli,West,Morning,Medium,Yes,Yes,Inner,High,Safe
Belgaum,East,Morning,High,No,No,Middle,High,Safe
Hubli,West,Morning,High,Yes,No,Middle,Medium,Safe
Belgaum,West,Evening,Medium,No,Yes,Inner,Medium,Safe
Davangere,North,Evening,Medium,Yes,Yes,Middle,Low,Unsafe
Mysore,Central,Morning,Medium,Yes,No,Inner,High,Unsafe
Davangere,North,Night,High,Yes,Yes,Inner,Low,Safe
Mangalore,East,Evening,High,No,No,Outer,Medium,Unsafe
Bangalore,North,Night,Low,No,Yes,Outer,High,Safe
Mangalore,Central,Night,Low,No,No,Inner,Medium,Unsafe
Hubli,North,Afternoon,Low,Yes,No,Middle,High,Safe
Shimoga,East,Afternoon,High,Yes,No,Middle,Medium,Safe
Davangere,Central,Evening,Medium,Yes,No,Middle,Medium,Safe
Belgaum,North,Night,High,No,No,Middle,Medium,Unsafe
Mysore,South,Night,Medium,No,No,Middle,Low,Safe
Bangalore,Central,Night,High,No,Yes,Outer,Low,Unsafe
Shimoga,West,Night,Medium,Yes,No,Inner,Medium,Safe
Bangalore,Central,Morning,Medium,No,No,Middle,Medium,Unsafe
Mysore,North,Evening,Low,No,Yes,Middle,Low,Safe
Bangalore,North,Morning,High,Yes,No,Middle,Medium,Unsafe
Tumkur,North,Evening,Low,Yes,Yes,Inner,High,Unsafe
Mysore,West,Night,Low,Yes,No,Outer,Low,Safe
Hubli,Central,Night,High,No,No,Middle,Low,Unsafe
Mysore,East,Afternoon,High,No,Yes,Middle,High,Safe
Tumkur,North,Morning,Medium,No,No,Outer,High,Safe
Bangalore,East,Evening,Low,Yes,No,Inner,High,Unsafe
Bangalore,East,Afternoon,High,No,No,Middle,High,Safe
Mangalore,South,Evening,Medium,No,No,Outer,Medium,Safe
Tumkur,East,Afternoon,High,No,No,Middle,High,Safe
Shimoga,Central,Morning,Low,No,No,Middle,Medium,Unsafe
Belgaum,West,Night,Medium,No,Yes,Inner,Medium,Safe
Belgaum,North,Afternoon,Low,No,Yes,Inner,High,Safe
Davangere,Central,Night,Medium,Yes,No,Inner,Medium,Safe
Belgaum,East,Afternoon,Medium,No,No,Outer,Medium,Safe
Shimoga,South,Afternoon,High,Yes,No,Outer,Low,Unsafe
Shimoga,North,Morning,High,Yes,No,Inner,Low,Unsafe
Mangalore,East,Morning,High,No,No,Middle,Low,Unsafe
Hubli,North,Afternoon,Medium,No,Yes,Middle,Low,Unsafe
Hubli,Central,Night,High,No,No,Inner,High,Unsafe
Tumkur,North,Evening,High,Yes,No,Outer,High,Unsafe
Mangalore,Central,Night,Medium,Yes,Yes,Middle,High,Unsafe
Bangalore,Central,Evening,High,No,Yes,Outer,Low,Unsafe
Davangere,Central,Evening,High,No,Yes,Outer,Low,Safe
Mysore,Central,Afternoon,Medium,No,Yes,Middle,High,Unsafe
Mangalore,East,Night,Low,No,No,Inner,Medium,Safe
Mangalore,South,Night,High,No,Yes,Outer,Medium,Unsafe
Mangalore,Central,Afternoon,Low,Yes,Yes,Middle,Low,Safe
Shimoga,West,Afternoon,High,No,Yes,Middle,Medium,Safe
Hubli,South,Morning,High,No,No,Inner,Low,Safe
Shimoga,Central,Evening,Low,Yes,No,Outer,Low,Unsafe
Belgaum,East,Evening,High,Yes,Yes,Outer,Low,Unsafe
Mangalore,Central,Morning,Low,Yes,Yes,Inner,Medium,Unsafe
Tumkur,Central,Evening,Low,Yes,Yes,Inner,Medium,Unsafe
Mysore,North,Morning,Low,No,No,Middle,Medium,Safe
Mysore,East,Night,Low,No,No,Middle,Low,Safe
Davangere,South,Evening,High,No,No,Middle,High,Safe
Belgaum,West,Evening,High,No,No,Inner,Low,Safe
Mangalore,Central,Morning,High,Yes,Yes,Middle,Medium,Unsafe
Mangalore,Central,Morning,Medium,Yes,No,Middle,High,Unsafe
Mangalore,East,Evening,Medium,Yes,No,Middle,High,Unsafe
Belgaum,North,Afternoon,High,No,Yes,Outer,Medium,Unsafe
Belgaum,West,Evening,Low,Yes,No,Middle,Low,Unsafe
Belgaum,North,Night,Medium,Yes,Yes,Inner,Low,Safe
Tumkur,West,Night,High,Yes,Yes,Outer,Low,Unsafe
Belgaum,Central,Night,Medium,Yes,Yes,Inner,Medium,Unsafe
Hubli,North,Evening,Low,No,Yes,Middle,High,Unsafe
Mysore,West,Evening,Low,No,Yes,Middle,Low,Unsafe
Davangere,North,Morning,Medium,Yes,Yes,Middle,Medium,Unsafe
Tumkur,South,Afternoon,Medium,No,No,Middle,Medium,Unsafe
Belgaum,East,Evening,High,Yes,No,Inner,High,Safe
Mangalore,North,Afternoon,High,Yes,Yes,Inner,Medium,Safe
Mangalore,North,Evening,Medium,No,Yes,Middle,High,Safe
Davangere,North,Night,High,Yes,No,Inner,Medium,Safe
Bangalore,West,Afternoon,High,No,Yes,Middle,Low,Unsafe
Tumkur,West,Morning,High,Yes,Yes,Outer,Low,Safe
Mangalore,South,Evening,High,No,No,Middle,Medium,Unsafe
Hubli,North,Afternoon,High,Yes,Yes,Middle,Low,Safe
Belgaum,West,Afternoon,High,Yes,No,Middle,Medium,Unsafe
Tumkur,North,Morning,High,No,Yes,Middle,Medium,Unsafe
Hubli,West,Morning,Medium,No,No,Outer,Medium,Safe
Shimoga,Central,Afternoon,Medium,Yes,No,Middle,High,Safe
Shimoga,East,Night,Medium,Yes,No,Middle,Low,Safe
Belgaum,Central,Night,Low,No,Yes,Middle,Medium,Unsafe
Shimoga,East,Evening,Medium,Yes,No,Outer,Low,Safe
Tumkur,North,Afternoon,Low,Yes,Yes,Middle,Medium,Safe
Shimoga,North,Afternoon,High,Yes,No,Middle,High,Safe
Davangere,East,Night,High,Yes,No,Inner,Medium,Safe
Bangalore,South,Afternoon,High,No,Yes,Inner,Medium,Safe
Davangere,East,Afternoon,Medium,No,Yes,Inner,Medium,Unsafe
Tumkur,South,Night,Low,Yes,No,Middle,High,Safe
Mysore,West,Morning,Low,No,Yes,Outer,Low,Unsafe
Belgaum,Central,Morning,Low,No,No,Outer,High,Unsafe
Tumkur,Central,Night,Low,No,Yes,Inner,Low,Unsafe
Mysore,South,Morning,Medium,Yes,Yes,Middle,Medium,Safe
Davangere,Central,Evening,Medium,Yes,Yes,Outer,Low,Safe
Belgaum,West,Morning,Low,No,No,Outer,High,Unsafe
Mangalore,West,Night,High,No,No,Inner,High,Unsafe
Bangalore,North,Night,Medium,Yes,No,Inner,Low,Unsafe
Tumkur,North,Night,High,No,Yes,Middle,Low,Safe
Tumkur,Central,Morning,Medium,No,No,Outer,High,Unsafe
Mysore,Central,Evening,Low,Yes,Yes,Outer,Medium,Unsafe
Belgaum,South,Morning,Low,Yes,No,Middle,Low,Unsafe
Belgaum,West,Afternoon,Medium,No,Yes,Outer,Medium,Safe
Mysore,North,Night,Medium,No,Yes,Inner,Low,Safe
Belgaum,South,Morning,High,No,Yes,Outer,Low,Safe
Davangere,West,Night,Low,Yes,No,Outer,Medium,Unsafe
Tumkur,West,Afternoon,Medium,No,Yes,Outer,Medium,Unsafe
Tumkur,Central,Night,Medium,No,Yes,Middle,Low,Safe
Bangalore,North,Evening,Low,No,No,Inner,Low,Safe
Belgaum,North,Night,Medium,Yes,No,Inner,High,Safe
Hubli,West,Afternoon,Medium,Yes,Yes,Outer,Medium,Unsafe
Mysore,South,Afternoon,High,Yes,Yes,Inner,High,Unsafe
Bangalore,South,Morning,High,Yes,Yes,Outer,High,Unsafe
Mangalore,South,Night,High,No,Yes,Inner,High,Unsafe
Davangere,Central,Morning,Medium,No,Yes,Inner,Medium,Safe
Tumkur,West,Afternoon,Low,Yes,Yes,Outer,Low,Safe
Mangalore,North,Afternoon,High,No,No,Outer,High,Unsafe
Hubli,West,Evening,High,No,Yes,Middle,High,Safe
Mangalore,West,Night,Low,No,No,Inner,High,Unsafe
Shimoga,North,Morning,Low,Yes,Yes,Inner,Medium,Safe
Shimoga,East,Evening,Low,No,No,Inner,Low,Safe
Hubli,West,Morning,Low,No,No,Middle,Low,Unsafe
Bangalore,West,Night,High,No,Yes,Middle,Medium,Safe
Shimoga,West,Morning,High,Yes,No,Inner,High,Safe
Bangalore,Central,Morning,Low,Yes,Yes,Middle,High,Unsafe
Tumkur,Central,Evening,High,No,Yes,Inner,Medium,Unsafe
Davangere,East,Evening,Medium,No,Yes,Middle,Medium,Unsafe
Hubli,Central,Afternoon,Medium,No,No,Middle,Medium,Safe
Bangalore,South,Night,Low,No,No,Outer,High,Safe
Davangere,East,Afternoon,High,Yes,Yes,Outer,Low,Safe
Mysore,East,Morning,Medium,No,Yes,Middle,Low,Unsafe
Davangere,East,Afternoon,Medium,Yes,No,Outer,Low,Unsafe
Tumkur,East,Morning,Medium,Yes,Yes,Middle,Medium,Unsafe
Hubli,Central,Morning,Medium,No,No,Middle,Medium,Safe
Belgaum,West,Morning,Medium,No,No,Middle,Medium,Safe
Belgaum,East,Night,Medium,No,Yes,Middle,Medium,Safe
Tumkur,West,Night,Low,No,No,Middle,Low,Safe
Mangalore,West,Evening,Medium,No,Yes,Outer,High,Safe
Bangalore,South,Afternoon,High,No,Yes,Outer,Medium,Unsafe
Mangalore,Central,Afternoon,Low,Yes,No,Middle,Low,Safe
Bangalore,North,Morning,High,No,Yes,Inner,Medium,Safe
Hubli,North,Afternoon,Low,Yes,No,Outer,Low,Unsafe
Tumkur,East,Afternoon,High,Yes,Yes,Outer,Medium,Safe
Davangere,South,Night,High,Yes,No,Inner,Medium,Safe
Davangere,East,Afternoon,High,No,Yes,Inner,High,Unsafe
Tumkur,Central,Afternoon,Low,Yes,Yes,Inner,Medium,Safe
Tumkur,North,Night,High,No,Yes,Outer,Medium,Safe
Shimoga,East,Afternoon,Medium,No,Yes,Outer,High,Unsafe
Mysore,West,Evening,Medium,Yes,No,Outer,Medium,Unsafe
Shimoga,West,Night,Low,Yes,No,Outer,High,Unsafe
Davangere,Central,Morning,High,Yes,Yes,Middle,High,Unsafe
