Area,Zone,Time,People.Frequency,Is.Police_Station,Is.Bar,Tier,Residence.Level,Class
mubharak fasion vishnuvardhan road kaderenahalli bangalore 78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
4a cross iliyas nagar j p nagar post bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
shree ganesh electronics and electrical shop ishwari nagar main road kaderenahalli cross banglore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
blossom school infront of 14th main road k s layout 61th cross,Residential,Night,Low,No,No,Outer,Low,Unsafe
near karnaka bank m vishnuvardharna road bendre nagar bangalore 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
dayandsagar college parking place k s layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near sn medical iliyas nagar bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
iliyas nagar bangalore 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
high tension line iliyas nagar bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
44 cross k s layout 1st stage bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
venkeswara shop apposite 45th cross k s layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
# 1st vittal nagar bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
14th main road santhosh bar bangalore k s layout,Residential,Morning,Low,No,No,Outer,Low,Unsafe
no.3a 1st floor 6th cross nethravhi tent road yelachenahalli bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b78,Residential,Night,Low,No,No,Outer,Low,Unsafe
3rd cross jhbcs layout bangalore 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
6th cross jhbcs layout bangalore 78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
5th main k s layout 2nd stage banaglore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near auto stand kanaka nagar fayazabad bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
10th main k s layout 2nd stage bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
3rd main jhbcs layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
infront of blossam p u college 14h main 48th cross k s layout bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
no.19 1st floor 15f near bus stand k s layout banglore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
6th cross near 15f bus stop k s layout,Residential,Morning,Low,No,No,Outer,Low,Unsafe
infront of no.1297 33rd cross k s layout fisrt stage bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
pipe line bsi college road iliyas nagar bangalore 78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
old post office building government school yelachenahalli bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
2nd cross jhbcs layout bangalore 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
devarakere vehical checking point vasanthapura main road isro layout bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
3rd cross bsk 2nd stage kanaka layout bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
infront of royal plork hotel subramanyapura main road kadirenahalli bangalore 70,Residential,Night,Low,No,No,Outer,Low,Unsafe
smz convention hall 100 feet road iliyas nagar bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
3rd cross subramanyapura main road surabandepalya banglore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
no.197/sf2 5th main bikasipura isro layout bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
1st floor prashanthi nagar bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
9th cross bendre nagar bsk 2nd stage bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bmtc bus stop kanakapura road joraganahalli bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
2nd cross vittal nagar isro layout bangalore 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
7th main isro layout bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
1st floor 11th main road yelachenahalli kanaka nagar bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
no.10 gokulal 8th cross kaderenahalli bendre nagar bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
2nd cross k s layout bangalore 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
11th cross 6th main isro layout bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
2th cross k s layout 1st stage bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
2nd floor 2nd main 4th cross jamiya masidi road gangadhara nagar bangalore 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
14th cross k s layout bangalore 78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
17th cross abdul kalam park isro layout bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
6th cross jhbcs layout j p nagar post bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
2nd cross om shakthi temple road yelachenalli bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
58th main 15f near bus stop k s layout bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near massid amin minoz nagar bangalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
2nd stage bangalore 78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
saranki bangalore 78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
narasappa layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
3rd cross 1st stage k s layout bangalore 78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
18th main vittal nagar bangalore 78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bendre bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
yelachenahalli bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
3rd main prashanth nagar isro layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
5th cross praghipura,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
6th main kashinagar bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
1st stage k s layout bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
j c industrial area bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
50feet road k s layout 1st stage bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
14th cross bendre nagar bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
palvinappa layout banashankari bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
banashankari bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
2nd stage bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
7th cross teachers colony bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bendre nagar bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
6th main bikashipura bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
near indian public school kanaka nagar bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
sarabande palya banashankari 2nd stage bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
banahankari 2nd stage bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
behind ganesha temple kashi nagar yelachenahalli bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
banashankari bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
3rd main near banashankari temple sarabandepalya bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
50feet road k s layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
jhbcs layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
1st stage bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
praghipura bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
k s layout 1st stage bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
k s layout 1st stage bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near girls madarasa minaz nagar bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
temple street k s layout 1st stage bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
konakunte cross kanakapura road,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kanakapura main road bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
isro layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
k s layout 2nd stage. bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
k s layout 2nd stage bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
1st stage bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
k s layout 1st stage bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
jhbcs layout bangalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
kanaka nagar,Residential,Night,Low,No,No,Outer,Low,Unsafe
umarbagh layout iliyas nagar bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kanaka main road bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
near wer tank k s layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
star power excapment company industrial area bangalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
banashankari bangalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
1st main gangadharnagar bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
arkavhi hotal 50 feet road k s layout 2nd stage bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
2nd stage bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
1st main 8th cross isro layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bikashipura bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
k s layout bangalore 78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
17th main k s layout 2nd stage bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
k s layout 2nd stage bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
konanakunte cross bangalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore south kanakapura bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
j c industrial area bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bendre nagar bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
2nd cross k s layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
yelachenahalli,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
yelachenahalli bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
45th cross k s layout 1st stage bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
iliyas nagar bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
50feet k s layout 1st stage bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
11th main road isro layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
k s layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
4th a cross kanakapura main road iliyas nagar bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
gangadhar nagar kanakapura main road bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
2nd stage bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
isro layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
ramakrishna nagar bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
k s layout,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near public school j.c industrial area bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
k s layout 1st stage. bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
near ds college k s layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
k s layout 2nd stage,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
1st stage,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
gangadhar nagar kanakapura main road,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
k s layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
ashram building yelachenahalli,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
108 ganaphi temple 7th main k s layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
sarabandepalya bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
keb office isro layout bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bikashipura,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
new isro layout bangalore nagar,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
kanaka layout,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
metro stion parking place yelachenahalli bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
praghipura bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
jhbcs layout,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
3rd main isro layout bangalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
2nd stage,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
2nd cross bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
vittal nagar,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
iliyas nagar,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bikasipura,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
yelachenahalli bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
1st cross near gana appartment ramaiah nagar bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
no.15 pipe line road sarakki ge,Residential,Morning,Low,No,No,Outer,Low,Unsafe
9th cross jhbcs layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
1st main umarbagh layout vivekanandha colony bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
gangadhara nagar bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
9th cross kashinagar yelachenahalli bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
5th cross pvr building vittal nagar bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
new party hall opposite subramanyapura main road kaderenahalli cross bangalore 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
no.17 infront of house 3rd cross umarbhag layout j p nagar post bangalore- 560078,Residential,Night,Low,No,No,Outer,Low,Unsafe
32rd cross infront of house k s layout bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
j p nagar 6th stage bangalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
7th main isro layout bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bikasi pura bangalore city-56011,Residential,Morning,Low,No,No,Outer,Low,Unsafe
no. 63 goverdan gardan yelachenahalli bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangalore city-560078,Residential,Morning,Low,No,No,Outer,Low,Unsafe
banashankari bangalore city 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
bendre nagar bangalore city-78,Residential,Night,Low,No,No,Outer,Low,Unsafe
iliyas nagar bangalore city-560078,Residential,Morning,Low,No,No,Outer,Low,Unsafe
1 st stage bangalore city-78,Residential,Night,Low,No,No,Outer,Low,Unsafe
k s layout bangalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
near isro layout bangalore city-560078,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
venkeshwara temple devarakere isro layout bangalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
jcbhs layout banglore city 560078,Residential,Night,Low,No,No,Outer,Low,Unsafe
3rd cross kashinagar yelachenahalli bangalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
7th cross bikasipura isro layout bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
behind sspg near saranki ge bus stop bangalore 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
k s layout bangalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
65th cross 1st main k s layout bangalore 78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore city 560078,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
5th main kanak nagar k s layout bangalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
7th main k s layout bangalore city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
infront of house 15f near bus stop k s layout bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
vivekanandha colony bsk 2nd stage bangalore city-560078,Residential,Morning,Low,No,No,Outer,Low,Unsafe
5th main minoz nagar k s layout bangalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
ramakrishna nagar k s layout bangalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
k s layout bangalore city 560078,Residential,Night,Low,No,No,Outer,Low,Unsafe
k s layout 2nd stage bangalore city 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
banashankari temple parking place,Residential,Morning,Low,No,No,Outer,Low,Unsafe
infront of house 45th cross k s layout 1st stage bangalore 560078,Residential,Night,Low,No,No,Outer,Low,Unsafe
6th cross govinda nayakanahalli k s layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
34th cross 1st main k s layout 1st stage bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bagavan timber opposite kaderenahalli main road bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
k s layout bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
govinayakanahalli k s layout bangalore 78,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kanakapura main road sarabande palya banashankari 2nd stage bangalore 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
shree rama mandir temple road yelachenahalli bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
kanaka nagar yelachenahalli j p nagar(p.o) bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
3rd main minoz nagar j p nagar (p.o) bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
k s layout 1st stage bangalore city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
4th main wer tank k s layout bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
k s layout 12th stage bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
near rani mother mary school iiliyas nagar,Residential,Night,Low,No,No,Outer,Low,Unsafe
k s layout bangalore 78,Residential,Night,Low,No,No,Outer,Low,Unsafe
govindanayakanahalli k s layout,Residential,Night,Low,No,No,Outer,Low,Unsafe
44th cross k s layout bangalore city,Residential,Night,Low,No,No,Outer,Low,Unsafe
vivekanandha colony banashankari 2nd stage bangalore 78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
91th cross k s layout bangalore 78,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
49th main k s layout bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kaderenahalli bangalore city 560070,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bendre nagar kaderenhalli bangalore nagar,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kuvempu road bangalore city 560078,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangalore nagar 560078,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bsk 2nd stage bangalore city 560078,Residential,Night,Low,No,No,Outer,Low,Unsafe
560085,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560085,Residential,Night,Low,No,No,Outer,Low,Unsafe
560085,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560026,Residential,Night,Low,No,No,Outer,Low,Unsafe
560050,Residential,Morning,Low,No,No,Outer,Low,Unsafe
560050,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
560050,Residential,Night,Low,No,No,Outer,Low,Unsafe
560026,Residential,Morning,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Night,Low,No,No,Outer,Low,Unsafe
karnaka,Residential,Morning,Low,No,No,Outer,Low,Unsafe
karnaka,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
unknown,Residential,Morning,Low,No,No,Outer,Low,Unsafe
karnaka,Residential,Night,Low,No,No,Outer,Low,Unsafe
56005,Residential,Morning,Low,No,No,Outer,Low,Unsafe
k g nagar b-19,Residential,Morning,Low,No,No,Outer,Low,Unsafe
chamaraj pete b-18,Residential,Morning,Low,No,No,Outer,Low,Unsafe
k g nagar b-19,Residential,Night,Low,No,No,Outer,Low,Unsafe
b-18,Residential,Morning,Low,No,No,Outer,Low,Unsafe
chamaraj pete b-18,Residential,Night,Low,No,No,Outer,Low,Unsafe
no:-141 1 st main road kg nagar b-19,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
chamaraj pete b-18,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
k g nagar b-19,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
laxmi pura k g nagar b-19,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
b-18,Residential,Night,Low,No,No,Outer,Low,Unsafe
samer pura crcl k g nagar b-19,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
r k ma road k g nagar b-19,Residential,Night,Low,No,No,Outer,Low,Unsafe
no 38-c r k ma lay out k g nagar b-19,Residential,Morning,Low,No,No,Outer,Low,Unsafe
no 234 4th main k gnagar b-19,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore.,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangaloe.,Residential,Night,Low,No,No,Outer,Low,Unsafe
k.g.nagar bangalore..,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangloure,Residential,Night,Low,No,No,Outer,Low,Unsafe
bt road. bangalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kg nagar bangalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kg nagar bangaloe.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kg nagar bangalore.,Residential,Night,Low,No,No,Outer,Low,Unsafe
ban-18,Residential,Morning,Low,No,No,Outer,Low,Unsafe
ban-18,Residential,Night,Low,No,No,Outer,Low,Unsafe
ban-19,Residential,Night,Low,No,No,Outer,Low,Unsafe
ban-19,Residential,Morning,Low,No,No,Outer,Low,Unsafe
sameerpura kg nagar bangalore.,Residential,Night,Low,No,No,Outer,Low,Unsafe
kg nagar bangaloe.,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangalore-18,Residential,Morning,Low,No,No,Outer,Low,Unsafe
chamarajpet. bangalore.,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b'lore-04,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
b'lore-04,Residential,Night,Low,No,No,Outer,Low,Unsafe
b'lore-04,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b'lore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
shankarapura,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b-lore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
b-lore,Residential,Night,Low,No,No,Outer,Low,Unsafe
b-lore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b-lore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
b-lore,Residential,Night,Low,No,No,Outer,Low,Unsafe
b-lore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
b-lor,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
hanumanthanagar bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bsk 1st stage srinagara bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
10 th main srinagar bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
1st cross 2nd block bsk 1st stage bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
4th cross kalidasa layout srinagara bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
corprion bank m oppt. srinivasanagara bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
3rd main hanumantha nagar bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
kotak bank srinivasa nagar bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
srinagar bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
bnagalore,Residential,Night,Low,No,No,Outer,Low,Unsafe
bsk 1st stage bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
pg (kgs) near corporion bank 80 feet road srinivasa nagara bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
11th main 5th cross hanumanthanagar bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
divya dhishti group gangamma temple road ashoka nagar bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
near vidyapeeta circle bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
srinagar,Residential,Morning,Low,No,No,Outer,Low,Unsafe
infront of manjuntha condiments shankarnag circle hanumantha nagar bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bsk 1st stage bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
ashokanagara near vidyapeeta circle bsk 1st stage bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
hanumanth nagar bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bsk 1st stage bengaluru city,Residential,Night,Low,No,No,Outer,Low,Unsafe
bangaloe,Residential,Morning,Low,No,No,Outer,Low,Unsafe
banglore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
6th a cross 11th cross hanumanthanagar bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
raghavendrea block bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
sunkenahalli. bengaluru,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
srinivasanagara bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
srinagara bengaluru city karnaka 560050,Residential,Morning,Low,No,No,Outer,Low,Unsafe
kalappa block srinagara bengaluru city karnaka 560050,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
bangallore,Residential,Morning,Low,No,No,Outer,Low,Unsafe
bangalore,Residential,Evening,Low,No,No,Outer,Low,Unsafe
bsk 1st stage. bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
srinagara bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
thungabhadranadi road srinagara bengaluru,Residential,Night,Low,No,No,Outer,Low,Unsafe
3rd cross behind bms college ashoka nagara bengaluru,Residential,Morning,Low,No,No,Outer,Low,Unsafe
2nd floor 2nd cross 2nd extn bsk 1st stage bengaluru city,Residential,Morning,Low,No,No,Outer,Low,Unsafe
srinagara bengaluru city,Residential,Afternoon,Low,No,No,Outer,Low,Unsafe
srinagara bengaluru cit,Residential,Morning,Low,No,No,Outer,Low,Unsafe
